iter	MultiClass
318	0.5469105868
319	0.5459128781
320	0.5455525922
321	0.5446019724
322	0.5441994134
323	0.542151748
324	0.5417735877
325	0.5406637488
326	0.5402294939
327	0.539580254
328	0.5390214654
329	0.535365942
330	0.5344433054
331	0.5339708648
332	0.5335601354
333	0.5330380403
334	0.5326545752
335	0.532230942
336	0.5310602571
337	0.5306057123
338	0.5302360533
339	0.5296346947
340	0.5290565391
341	0.5279083859
342	0.5270237495
343	0.5266750212
344	0.5260871631
345	0.5244618239
346	0.5223380708
347	0.5218537796
348	0.5214050669
349	0.5198690005
350	0.5177185086
351	0.5172291016
352	0.5155259479
353	0.5151558689
354	0.5148151568
355	0.5138387519
356	0.5115781986
357	0.5109644857
358	0.5093039761
359	0.5073493491
360	0.5070088704
361	0.5066880412
362	0.5064131862
363	0.5057650519
364	0.5052851641
365	0.5047781687
366	0.5044826975
367	0.5038861343
368	0.5024318593
369	0.5017484246
370	0.5001460374
371	0.4986635447
372	0.497457887
373	0.4967673493
374	0.4963791293
375	0.4960440031
376	0.4948998155
377	0.4933921913
378	0.4927924208
379	0.4907284395
380	0.4880593807
381	0.4876933433
382	0.4855941184
383	0.4852705682
384	0.4850496644
385	0.4846617282
386	0.4840976148
387	0.4837020498
388	0.4827427913
389	0.4822805147
390	0.4796648027
391	0.4793381943
392	0.478812862
393	0.4781489261
394	0.4776636124
395	0.4766469443
396	0.4763113662
397	0.47569463
398	0.4750436406
399	0.4744760429
400	0.473933637
401	0.4734142072
402	0.4730153198
403	0.4721444848
404	0.4719270217
405	0.4715067671
406	0.4689687188
407	0.4684341469
408	0.4666216229
409	0.4644384391
410	0.4640990307
411	0.4623208609
412	0.4621307551
413	0.4600997614
414	0.4586341735
415	0.4574645326
416	0.4571406933
417	0.4566899878
418	0.4563467137
419	0.4554247334
420	0.4551436123
421	0.4539011317
422	0.4531008027
423	0.4524214277
424	0.4518625139
425	0.4514540628
426	0.4512417793
427	0.450178012
428	0.4499286282
429	0.4483010277
430	0.4478815883
431	0.4470336649
432	0.4468935337
433	0.4466141854
434	0.4462789427
435	0.4459684375
436	0.4457901042
437	0.4455791504
438	0.4444982996
439	0.4441011596
440	0.4439091082
441	0.4436871531
442	0.4433210873
443	0.4429666705
444	0.4425781677
445	0.4423774084
446	0.4420659159
447	0.4414283914
448	0.4412372992
449	0.4408956223
450	0.4406138931
451	0.4404047794
452	0.4401863791
453	0.4382984264
454	0.4376604535
455	0.4368069421
456	0.4366294347
457	0.4360842734
458	0.4355165778
459	0.4352156952
460	0.4346161818
461	0.4343120572
462	0.4341583618
463	0.433879687
464	0.4336616173
465	0.4317782549
466	0.4315178777
467	0.4308660256
468	0.4303148602
469	0.4300021864
470	0.429753551
471	0.4294159008
472	0.4287537134
473	0.4282200892
474	0.4280536416
475	0.4274408825
476	0.4271509522
477	0.4269987791
478	0.4253556361
479	0.4250890008
480	0.4245409569
481	0.4241361825
482	0.423935789
483	0.4233717336
484	0.4229305239
485	0.4223095456
486	0.4221126591
487	0.4218482979
488	0.4216068917
489	0.4203556197
490	0.4191212159
491	0.4176051103
492	0.4167443301
493	0.4164134253
494	0.414608882
495	0.4143203453
496	0.4141172214
497	0.4138539898
498	0.4131369584
499	0.412559954
500	0.4109873566
501	0.4101399338
502	0.4096225488
503	0.4092473512
504	0.4076594639
505	0.4073702775
506	0.4071974385
507	0.4067604071
508	0.4065771202
509	0.4053343776
510	0.405123255
511	0.4049207233
512	0.4047359905
513	0.4045212116
514	0.4021915996
515	0.4019488826
516	0.401635854
517	0.4014067742
518	0.4000738176
519	0.3994502821
520	0.3988865927
521	0.3974495577
522	0.3971621327
523	0.3969167027
524	0.3967912749
525	0.3965791753
526	0.3963608384
527	0.3960389971
528	0.3949892979
529	0.3945705091
530	0.3943139468
531	0.3922225585
532	0.3920483341
533	0.3918501512
534	0.3916952081
535	0.3899300602
536	0.3897563207
537	0.3895272958
538	0.387852925
539	0.3866955891
540	0.3864968929
541	0.3860297812
542	0.3858534498
543	0.3856262046
544	0.3848008513
545	0.3845869399
546	0.3838960871
547	0.3834747548
548	0.3830774191
549	0.3827715055
550	0.3821160212
551	0.3818854065
552	0.3810212326
553	0.3795536809
554	0.3781052834
555	0.3778606326
556	0.3775445529
557	0.3770738098
558	0.3760521003
559	0.3743677554
560	0.3733595043
561	0.3730272983
562	0.3726358482
563	0.372357384
564	0.3715387453
565	0.3707282893
566	0.3705392517
567	0.3703545615
568	0.3694916015
569	0.3685727779
570	0.3682553207
571	0.368102436
572	0.3676780091
573	0.3674268407
574	0.3669631982
575	0.3665273875
576	0.3661888135
577	0.3656115441
578	0.3654387482
579	0.3639407794
580	0.3636001255
581	0.3633479788
582	0.3629769095
583	0.3623139081
584	0.3621548195
585	0.3619222012
586	0.3602992453
587	0.3600881609
588	0.3599464137
589	0.3592466942
590	0.3590322041
591	0.3583277324
592	0.357801992
593	0.3561255031
594	0.3559633792
595	0.3557680907
596	0.354672653
597	0.3545489643
598	0.3541840844
599	0.3539653573
600	0.3537858087
601	0.3535971571
602	0.3533541204
603	0.3526435044
604	0.3524576303
605	0.3514923482
606	0.3512246907
607	0.3506879002
608	0.3504777721
609	0.3503181058
610	0.3500365829
611	0.3489684047
612	0.3479880084
613	0.3470118632
614	0.3468338347
615	0.3449767054
616	0.3448237912
617	0.3446642114
618	0.3433875666
619	0.3429622932
620	0.3424916121
621	0.3411338239
622	0.3402265212
623	0.3400468654
624	0.3398628817
625	0.3388718094
626	0.3387264242
627	0.3385094194
628	0.3369597186
629	0.3368748863
630	0.3356819807
631	0.334907078
632	0.3347349784
633	0.3345831049
634	0.3339378655
635	0.3332205078
636	0.3330544426
637	0.3328894928
638	0.3325213646
639	0.3322884128
640	0.3321508862
641	0.3320095505
642	0.3317490403
643	0.3314939172
644	0.3310634271
645	0.3303476116
646	0.330074607
647	0.3298126934
648	0.3297132063
649	0.3296325732
650	0.3295510198
651	0.3289802476
652	0.3284868357
653	0.3282101399
654	0.3280559007
655	0.3276332478
656	0.3266069121
657	0.3258049506
658	0.3246699846
659	0.3239463672
660	0.3238033935
661	0.3236549909
662	0.3234568909
663	0.322750944
664	0.3225967532
665	0.3219920153
666	0.3217543021
667	0.3216141401
668	0.3214431202
669	0.3213008198
670	0.3211105796
671	0.3210035223
672	0.3205644121
673	0.3202799769
674	0.3186692255
675	0.3184123042
676	0.3179813311
677	0.3175412875
678	0.3174478121
679	0.3173354677
680	0.3170276934
681	0.3158728725
682	0.3156911909
683	0.3154881884
684	0.3152286532
685	0.3148172615
686	0.3143973888
687	0.3142580397
688	0.3141112198
689	0.3140245026
690	0.3138735583
691	0.3136942927
692	0.3129277783
693	0.3120099829
694	0.3119024303
695	0.3114080866
696	0.3112964703
697	0.3102051245
698	0.3098079174
699	0.3096935357
700	0.3090655193
701	0.3084270141
702	0.3081214572
703	0.3078715979
704	0.3076341686
705	0.3070837631
706	0.3061984436
707	0.3061208482
708	0.3059568036
709	0.3053549243
710	0.305140515
711	0.3050221974
712	0.3045805908
713	0.3044188824
714	0.3038851598
715	0.3034309855
716	0.303280923
717	0.3027614346
718	0.3025216053
719	0.3023485531
720	0.3021586726
721	0.3015972476
722	0.3010546583
723	0.3008617506
724	0.3007191555
725	0.3006196656
726	0.3000282637
727	0.2993061615
728	0.299138158
729	0.2990122579
730	0.2987963509
731	0.2982350532
732	0.2980512299
733	0.2978617757
734	0.2977805903
735	0.2970871616
736	0.2969857563
737	0.2961115723
738	0.2952537688
739	0.2950480488
740	0.2947888916
741	0.294170357
742	0.294027773
743	0.2939078114
744	0.2934143613
745	0.293293166
746	0.2922145074
747	0.2916395813
748	0.2903652774
749	0.2902364134
750	0.2894881766
751	0.2893124529
752	0.2890845222
753	0.2889865384
754	0.2883530316
755	0.2881162151
756	0.2879494405
757	0.2875217332
758	0.2874040428
759	0.2866034262
760	0.2865052884
761	0.2859055994
762	0.2855951932
763	0.2854361395
764	0.2848304184
765	0.2844933836
766	0.2841998055
767	0.2838567525
768	0.283679941
769	0.2834627705
770	0.2833535801
771	0.2831139309
772	0.2830142633
773	0.282222673
774	0.2821315173
775	0.2820157917
776	0.2818973021
777	0.281275889
778	0.2810447358
779	0.2809544851
780	0.2805920683
781	0.2798325056
782	0.2797553418
783	0.2795649033
784	0.2789200003
785	0.2787787115
786	0.2780270596
787	0.2779156489
788	0.2778215386
789	0.2774284634
790	0.2772939601
791	0.2770164912
792	0.2768394505
793	0.2767463308
794	0.2765331108
795	0.2763656668
796	0.2757406707
797	0.275621631
798	0.2750698181
799	0.2749858237
800	0.2747433714
801	0.2741917527
802	0.2740814454
803	0.2739010521
804	0.2736968171
805	0.2734853017
806	0.2729380129
807	0.272864087
808	0.2727798571
809	0.2723615197
810	0.27225115
811	0.271388701
812	0.2708107337
813	0.2707237863
814	0.2703953462
815	0.2700269949
816	0.2696255486
817	0.2694119073
818	0.2682296054
819	0.267747812
820	0.2671932259
821	0.2667932555
822	0.2663187571
823	0.266125113
824	0.2652905221
825	0.2646161434
826	0.2645202363
827	0.2643601458
828	0.2636940951
829	0.2634300546
830	0.2629017995
831	0.2627991212
832	0.2626235619
833	0.262309756
834	0.2622267815
835	0.2617412317
836	0.2615967394
837	0.2615089384
838	0.2613588936
839	0.2610686922
840	0.2608850055
841	0.2607667564
842	0.2606979857
843	0.2605988412
844	0.2602401132
845	0.2600542136
846	0.2597728333
847	0.2595853115
848	0.2590092792
849	0.2589386684
850	0.2580419557
851	0.2576282647
852	0.2568468432
853	0.2567190502
854	0.2564162784
855	0.2563069563
856	0.2561197622
857	0.2558205729
858	0.2557414841
859	0.2555741001
860	0.2554558537
861	0.254778336
862	0.25414368
863	0.2539763477
864	0.2537112344
865	0.2536355043
866	0.2534882265
867	0.2529179394
868	0.2522785527
869	0.2520437262
870	0.2516827359
871	0.2511339191
872	0.2505987038
873	0.250237641
874	0.2501863255
875	0.2500183513
876	0.2499025038
877	0.2498099484
878	0.2494115321
879	0.249313951
880	0.2491839155
881	0.2488167072
882	0.2482095196
883	0.2480360397
884	0.2475660974
885	0.2474768947
886	0.2470768731
887	0.2469978185
888	0.2469176129
889	0.2461875309
890	0.2458601018
891	0.2457459705
892	0.2456165229
893	0.2455255937
894	0.2453581983
895	0.2451201131
896	0.2449799281
897	0.2448855969
898	0.2444598136
899	0.2443688657
900	0.2437316896
901	0.2435045483
902	0.2432724146
903	0.2431559801
904	0.2429120114
905	0.2428504452
906	0.2427298638
907	0.2424000437
908	0.2423276873
909	0.2421469841
910	0.2418438634
911	0.2417037861
912	0.2406342137
913	0.2401956057
914	0.2398583372
915	0.239431508
916	0.2393282279
917	0.2392418515
918	0.2391404758
919	0.2390320617
920	0.2386296695
921	0.2380661242
922	0.2378636404
923	0.2375615363
924	0.2374533538
925	0.2374111647
926	0.2372418509
927	0.2371645772
928	0.237022572
929	0.2365699127
930	0.2361162615
931	0.2359906998
932	0.2358739863
933	0.2356999313
934	0.2353419011
935	0.2351920354
936	0.235125657
937	0.2348139893
938	0.2343951013
939	0.2339750039
940	0.233723748
941	0.233040105
942	0.2327427179
943	0.2326327242
944	0.2320587686
945	0.2318174929
946	0.2317703713
947	0.2316993829
948	0.2315732598
949	0.2314553532
950	0.2312962266
951	0.2311884781
952	0.2311023013
953	0.230815921
954	0.2307637513
955	0.2305413021
956	0.2304640987
957	0.2303546812
958	0.2296782773
959	0.2296032457
960	0.2288066239
961	0.2286367894
962	0.2285704338
963	0.2284585799
964	0.2283776745
965	0.2282730071
966	0.2279837692
967	0.2273104968
968	0.2272345673
969	0.2271158935
970	0.2270280664
971	0.2269458092
972	0.2265460382
973	0.2265115891
974	0.2264478773
975	0.2261914099
976	0.2261189041
977	0.2259943209
978	0.2259252095
979	0.2255564235
980	0.2253251975
981	0.2248335746
982	0.2246950916
983	0.2246396675
984	0.2245052479
985	0.2244342605
986	0.2243622393
987	0.2240613932
988	0.2238485465
989	0.2235299879
990	0.2233619026
991	0.2230809667
992	0.2229411408
993	0.22266519
994	0.2226135476
995	0.2225479516
996	0.2223953391
997	0.2223144842
998	0.222258272
999	0.22217643
